name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
The Henry Stickmin Collection,14.99,42209,99,879071,Innersloth,7058637.0,2020,Summer,4,4,0,1,1,0,0,1,0,0,0,0,0,0
theHunter Classic,0.0,41465,57,4363583,"Expansive Worlds, Avalanche Studios",4363583.0,2014,Summer,10,4,1,1,0,0,1,0,0,0,0,1,1,0
Job Simulator,19.99,4271,91,543451,Owlchemy Labs,543451.0,2016,Spring,8,3,1,0,1,0,0,1,0,0,0,1,0,0
RAGE,9.99,16638,77,1016670,Bethesda Softworks,1513561.1956521738,2011,Fall,13,4,1,0,0,0,0,0,0,0,0,0,0,0
Old School RuneScape,0.0,15687,91,1068244,Jagex Ltd,1419349.6666666667,2021,Winter,3,4,0,1,0,0,1,0,1,1,0,0,0,0
We Were Here Forever,17.99,11844,92,804385,Total Mayhem Games,1276815.4,2022,Spring,2,4,0,1,1,0,0,1,0,0,0,0,0,0
Pacific Drive,29.99,9793,84,380159,Kepler Interactive,301787.75,2024,Winter,0,3,1,1,0,0,0,1,0,0,1,1,0,0
BIGFOOT,19.99,17568,82,651858,CyberLight Game Studio,651858.0,2017,Winter,7,3,1,1,0,1,0,1,0,0,0,0,0,0
The Escapists,17.99,15520,90,1258060,Team17,1196493.2631578948,2015,Winter,9,4,1,1,0,0,0,1,0,0,0,1,0,1
Aliens: Dark Descent,39.99,10238,90,311782,Focus Entertainment,541846.2352941176,2023,Summer,1,3,1,0,0,0,0,0,0,0,0,0,0,1
Sniper Ghost Warrior Contracts 2,39.99,9507,85,543089,CI Games,588348.6666666666,2021,Summer,3,3,1,0,0,0,0,0,0,0,0,0,0,0
Summer Memories,19.99,17101,93,1194965,Kagura Games,342484.375,2020,Summer,4,4,0,1,0,0,0,0,0,1,0,0,0,0
Jagged Alliance 3,44.99,9688,90,274253,THQ Nordic,419189.89130434784,2023,Summer,1,2,1,0,0,0,0,0,0,0,0,0,0,1
People Playground,9.99,236110,99,2647494,Studio Minus,2647494.0,2019,Summer,5,4,1,0,1,0,0,1,0,0,0,1,0,0
Into the Breach,14.99,17994,95,879132,Subset Games,2007365.5,2018,Winter,6,4,0,0,0,0,0,1,0,1,0,1,0,1
Peglin,19.99,10507,82,624080,"Red Nexus Games Inc., IndieArk",624080.0,2022,Spring,2,3,0,0,1,1,0,1,0,1,0,0,0,1
Dungeon Alchemist,44.99,2253,95,251851,Briganti,251851.0,2022,Spring,2,2,0,0,0,1,0,0,0,1,0,0,0,0
Gotham Knights,59.99,17730,68,392704,Warner Bros. Games,2258570.2,2022,Fall,2,3,1,1,0,0,0,0,0,1,0,0,0,0
LEGO® Worlds,29.99,14762,78,732310,Warner Bros. Interactive Entertainment,688002.3076923077,2017,Spring,7,4,0,1,0,0,0,0,0,0,0,0,0,0
Shovel Knight: Treasure Trove,39.99,15170,96,691332,Yacht Club Games,691332.0,2014,Summer,10,3,1,1,0,0,0,1,0,0,0,0,0,0
AdVenture Capitalist,0.0,57617,88,4826293,Hyper Hippo Games,1546001.5,2015,Spring,9,4,0,0,1,0,1,1,0,0,0,0,0,0
Tales of Zestiria,49.99,8629,81,449508,BANDAI NAMCO Entertainment,548805.9117647059,2015,Fall,9,3,0,0,0,0,0,0,0,1,0,0,0,0
Devil May Cry HD Collection,29.99,10056,92,671980,"CAPCOM Co., Ltd.",1327660.2857142857,2018,Spring,6,3,1,0,0,0,0,0,0,0,0,0,0,0
"Warhammer 40,000: Dawn of War II: Retribution",29.99,11530,91,449388,"SEGA, Feral Interactive (Mac/Linux)",504504.3333333333,2011,Winter,13,3,0,0,0,0,0,0,0,0,0,0,0,1
Monster Hunter Stories 2: Wings of Ruin,39.99,14800,83,373257,"CAPCOM Co., Ltd.",1327660.2857142857,2021,Summer,3,3,0,1,0,0,0,0,0,1,0,0,0,0
House Party,24.99,13741,87,817693,"Eek! Games, LLC",817693.0,2022,Summer,2,4,0,1,1,0,0,1,0,1,0,1,0,0
Minecraft Dungeons,19.99,10762,91,635263,Xbox Game Studios,1525461.4473684211,2021,Fall,3,3,1,1,0,0,0,0,0,1,0,0,0,0
Surgeon Simulator,9.99,15969,82,1985251,tinyBuild,502019.1621621622,2013,Spring,11,4,1,0,0,0,0,1,0,0,0,1,0,0
A.V.A Global,0.0,7326,47,483545,Valiant,483545.0,2022,Summer,2,3,1,0,0,0,1,0,1,0,0,0,0,0
Digimon Story Cyber Sleuth: Complete Edition,49.99,8770,92,384822,BANDAI NAMCO Entertainment Inc.,384822.0,2019,Fall,5,3,0,0,0,0,0,0,0,1,0,0,0,0
WILD HEARTS™,69.99,10985,47,160859,Electronic Arts,1221779.0483870967,2023,Winter,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Life is Strange: Before the Storm,16.99,36104,93,994573,"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",1532580.5,2017,Summer,7,4,1,1,0,0,0,0,0,0,0,0,0,0
Valkyria Chronicles 4 Complete Edition,49.99,5944,87,323143,SEGA,613598.4303797468,2018,Fall,6,3,1,0,0,0,0,0,0,1,0,0,0,1
Dome Keeper,17.99,10288,91,838967,Raw Fury,606066.2666666667,2022,Fall,2,4,1,1,0,0,0,1,0,0,0,1,0,0
GRIS,14.99,67270,97,1352128,Devolver Digital,766832.0655737704,2018,Winter,6,4,0,1,0,0,0,1,0,0,0,0,0,0
For The King II,24.99,9575,70,447623,Curve Games,1381695.9285714286,2023,Fall,1,3,0,1,0,0,0,1,0,1,0,0,0,1
Travellers Rest,17.99,9007,91,821761,"Isolated Games, IndieArk",821761.0,2020,Summer,4,4,0,1,1,1,0,1,0,1,0,1,0,0
Star Conflict,0.0,14609,74,1741466,Gaijin Network Ltd,4335831.0,2013,Winter,11,4,1,1,0,0,1,0,1,1,0,1,0,0
MechWarrior Online™ Legends,0.0,11539,80,926791,Piranha Games Inc.,697917.5,2015,Winter,9,4,1,0,0,0,1,0,1,0,0,1,0,1
Kingdoms Reborn,19.99,7695,91,551306,Earthshine,551306.0,2020,Fall,4,3,0,0,0,1,0,1,0,0,0,1,0,1
Evil West,49.99,6694,75,340278,Focus Entertainment,541846.2352941176,2022,Fall,2,3,1,1,0,0,0,0,0,1,0,0,0,0
Sins of a Solar Empire®: Rebellion,39.99,15231,93,827000,Stardock Entertainment,373169.0,2012,Summer,12,4,1,0,0,0,0,1,0,0,0,1,0,1
SCP: 5K,19.99,8044,82,578400,Affray Interactive,578400.0,2022,Winter,2,3,1,0,0,1,0,1,1,0,0,0,0,1
Kingdoms of Amalur: Re-Reckoning,39.99,5986,76,315474,THQ Nordic,419189.89130434784,2020,Fall,4,3,1,0,0,0,0,0,0,1,0,0,0,0
Project Winter,9.99,18377,83,1211717,Other Ocean Group,1211717.0,2019,Spring,5,4,1,1,1,0,0,1,0,0,0,0,0,1
Bendy and the Ink Machine,19.99,23517,88,1105972,Joey Drew Studios,456162.0,2017,Spring,7,4,1,1,0,0,0,1,0,0,0,0,0,1
Farm Together,19.99,20457,94,727400,Milkstone Studios,314711.75,2018,Fall,6,4,0,0,1,0,0,1,0,0,0,1,0,0
Total War: ROME REMASTERED,29.99,9961,74,449265,SEGA,613598.4303797468,2021,Spring,3,3,0,0,0,0,0,0,0,0,0,0,0,1
MechWarrior 5: Mercenaries,29.99,9822,84,469044,Piranha Games Inc.,697917.5,2021,Spring,3,3,1,0,0,0,0,0,0,0,0,1,0,0
City Car Driving,24.99,23976,82,1165982,"Forward Global Group, Ltd.",1165982.0,2016,Fall,8,4,0,0,0,0,0,1,0,0,1,1,0,0
"Warhammer 40,000: Dawn of War II",19.99,11220,89,959401,"SEGA, Feral Interactive (Mac/Linux)",504504.3333333333,2009,Winter,15,4,0,0,0,0,0,0,0,0,0,0,0,1
Deep Rock Galactic: Survivor,9.99,24913,85,1147111,Ghost Ship Publishing,1147111.0,2024,Winter,0,4,1,0,0,1,0,0,0,0,0,0,0,0
UBOAT,29.99,16691,82,533226,PlayWay S.A.,760242.875,2019,Spring,5,3,1,0,0,1,0,1,0,0,0,1,0,1
Captain of Industry,29.99,5342,94,373482,MaFi Games,373482.0,2022,Spring,2,3,0,0,0,1,0,1,0,0,0,1,0,1
Wolfenstein: The Old Blood,19.99,17740,90,1097246,Bethesda Softworks,1513561.1956521738,2015,Spring,9,4,1,0,0,0,0,0,0,0,0,0,0,0
觅长生,14.99,22842,93,1044935,Chalcedony Network,1044935.0,2023,Winter,1,4,0,0,0,0,0,1,0,1,0,0,0,1
Thronebreaker: The Witcher Tales,19.99,14554,90,574299,CD PROJEKT RED,763477.0,2018,Fall,6,3,0,1,0,0,0,0,0,1,0,0,0,0
Workers & Resources: Soviet Republic,39.99,15816,93,436012,Hooded Horse,650517.2857142857,2024,Summer,0,3,0,0,0,0,0,0,0,0,0,1,0,1
Depth,19.99,32247,88,1326853,Digital Confectioners,1326853.0,2014,Fall,10,4,1,0,0,0,0,1,0,0,0,0,0,0
CRISIS CORE –FINAL FANTASY VII– REUNION,49.99,5098,91,227725,Square Enix,733116.220338983,2022,Winter,2,2,1,0,0,0,0,0,0,1,0,0,0,0
Teenage Mutant Ninja Turtles: Shredder's Revenge,24.99,12243,94,551824,"Dotemu, Gamera Games",551824.0,2022,Summer,2,3,1,1,1,0,0,1,0,0,0,0,0,0
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,39.99,7517,94,311697,Square Enix,733116.220338983,2020,Winter,4,3,0,1,0,0,0,0,0,1,0,0,0,0
Battle Teams 2,0.0,20122,57,1151446,Wizard Games,1151446.0,2022,Summer,2,4,1,0,0,0,1,0,1,0,0,0,0,0
Sands of Salzaar,14.99,21809,83,1041530,XD,673078.8333333334,2021,Winter,3,4,0,1,0,0,0,1,0,1,0,0,0,1
Microsoft Flight Simulator X: Steam Edition,24.99,24007,86,1001131,Xbox Game Studios,1525461.4473684211,2014,Winter,10,4,0,0,0,0,0,0,0,0,0,1,0,0
"Warhammer 40,000: Chaos Gate - Daemonhunters",44.99,10390,79,346492,Frontier Foundry,273914.25,2022,Spring,2,3,0,0,0,0,0,0,0,1,0,0,0,1
EverQuest II,0.0,2487,79,329917,Daybreak Game Company,4082585.0,2011,Winter,13,3,0,0,0,0,1,0,1,1,0,0,0,0
Big Ambitions,22.99,8131,93,451904,Hovgaard Games,406322.5,2023,Spring,1,3,0,0,0,1,0,1,0,0,0,1,0,0
VA-11 Hall-A: Cyberpunk Bartender Action,14.99,32821,98,938837,"Ysbryd Games, PLAYISM",613839.0,2016,Summer,8,4,0,1,0,0,0,1,0,0,0,1,0,0
Suicide Squad: Kill the Justice League,69.99,8181,73,156301,Warner Bros. Games,2258570.2,2024,Winter,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BIOMUTANT,39.99,18122,66,379423,THQ Nordic,419189.89130434784,2021,Spring,3,3,1,0,0,0,0,0,0,1,0,0,0,0
The Surge,14.99,9468,75,510290,Focus Entertainment,541846.2352941176,2017,Spring,7,3,1,0,0,0,0,0,0,1,0,0,0,0
Hyper Light Drifter,19.99,16465,94,728075,Heart Machine,728075.0,2016,Spring,8,4,1,1,0,0,0,1,0,1,0,0,0,0
Trine 4: The Nightmare Prince,29.99,11680,90,779149,Frozenbyte,828248.2857142857,2019,Fall,5,4,1,1,0,0,0,1,0,0,0,0,0,0
Offworld Trading Company,29.99,5378,77,448599,Stardock Entertainment,373169.0,2016,Spring,8,3,0,0,0,0,0,1,0,0,0,1,0,1
Assassin's Creed® III Remastered,39.99,9360,59,542800,Ubisoft Entertainment,1143992.4,2019,Spring,5,3,1,1,0,0,0,0,0,0,0,0,0,0
Nightingale,29.99,12394,64,328994,Inflexion Games,328994.0,2024,Winter,0,3,1,1,0,1,0,0,0,1,0,0,0,0
Railway Empire,29.99,8933,83,305088,Kalypso Media,354465.8333333333,2018,Winter,6,3,0,0,0,0,0,0,0,0,0,1,0,1
ENDER LILIES: Quietus of the Knights,24.99,31149,94,709874,Binary Haze Interactive,709874.0,2021,Summer,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Assassin’s Creed® Rogue,19.99,15213,85,898459,Ubisoft,914871.4875,2015,Spring,9,4,1,1,0,0,0,0,0,0,0,0,0,0
SpeedRunners,14.99,35191,94,2107049,tinyBuild,502019.1621621622,2016,Spring,8,4,1,0,1,0,0,1,0,0,1,0,1,0
Overgrowth,19.99,7685,79,418824,Wolfire Games,327448.0,2017,Fall,7,3,1,0,0,0,0,1,0,0,0,0,0,0
Dragon Age™ Inquisition,39.99,14722,75,1001269,Electronic Arts,1221779.0483870967,2020,Summer,4,4,1,1,0,0,0,0,0,1,0,0,0,1
EVERSPACE™,19.99,10421,79,685832,ROCKFISH Games,573814.0,2017,Spring,7,3,1,0,0,0,0,1,0,0,0,0,0,0
Sonic Mania,19.99,23120,94,735921,SEGA,613598.4303797468,2017,Summer,7,4,1,1,1,0,0,0,0,0,0,0,0,0
Granado Espada,0.0,1199,62,286774,"IMCGAMES Co.,Ltd.",878029.0,2017,Fall,7,2,0,0,0,0,1,0,1,1,0,0,0,0
Danganronpa 2: Goodbye Despair,19.99,23293,96,844052,"Spike Chunsoft Co., Ltd.",384464.45454545453,2016,Spring,8,4,0,1,0,0,0,0,0,0,0,0,0,0
Serious Sam 4,39.99,14002,83,385801,Devolver Digital,766832.0655737704,2020,Fall,4,3,1,1,0,0,0,1,0,0,0,0,0,0
Armored Warfare,0.0,4470,67,414859,Wishlist Games,414859.0,2017,Fall,7,3,1,1,1,0,1,1,1,0,1,1,0,1
Transistor,19.99,29593,94,1593809,Supergiant Games,1400554.5,2014,Spring,10,4,1,0,0,0,0,1,0,1,0,0,0,0
Crypt of the NecroDancer,14.99,23281,96,1773434,"Brace Yourself Games, Klei Entertainment",1773434.0,2015,Spring,9,4,1,0,0,0,0,1,0,1,0,0,0,0
Desperados III,39.99,12619,97,318972,THQ Nordic,419189.89130434784,2020,Summer,4,3,0,0,0,0,0,0,0,0,0,0,0,1
Homeworld: Deserts of Kharak,49.99,7644,82,368395,Gearbox Publishing,826114.0,2016,Winter,8,3,0,0,0,0,0,0,0,0,0,0,0,1
Yakuza Kiwami 2,19.99,13289,95,580544,SEGA,613598.4303797468,2019,Spring,5,3,1,1,0,0,0,0,0,1,0,0,0,0
Summoners War,0.0,5777,72,433110,Com2uS,1013519.5,2024,Winter,0,3,0,0,0,0,1,0,0,1,0,0,0,1
Like a Dragon Gaiden: The Man Who Erased His Name,49.99,7529,97,208336,SEGA,613598.4303797468,2023,Fall,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Alice: Madness Returns,9.99,15761,89,963904,Electronic Arts,1221779.0483870967,2011,Summer,13,4,1,1,0,0,0,0,0,0,0,0,0,0
Hero's Adventure: Road to Passion,17.99,16302,85,729670,Paleo,729670.0,2023,Fall,1,4,0,1,0,0,0,1,0,1,0,1,0,0
Wayfinder,24.99,18334,46,473665,Airship Syndicate,473665.0,2023,Summer,1,3,1,1,0,1,0,0,0,1,0,0,0,0
DUSK,19.99,20221,98,620260,New Blood Interactive,633578.2,2018,Winter,6,3,1,0,0,0,0,1,0,0,0,0,0,0
Streets of Rogue,19.99,19363,96,1085758,tinyBuild,502019.1621621622,2019,Summer,5,4,1,1,0,0,0,1,0,1,0,0,0,0
Layers of Fear (2016),19.99,25255,89,1224612,Bloober Team SA,1224612.0,2016,Winter,8,4,0,1,0,0,0,1,0,0,0,0,0,0
Trine Enchanted Edition,14.99,14403,96,1671932,Frozenbyte,828248.2857142857,2009,Summer,15,4,1,1,0,0,0,1,0,0,0,0,0,0
Osiris: New Dawn,34.99,14607,55,486668,Fenix Fire Entertainment,486668.0,2023,Winter,1,3,1,1,0,0,0,1,0,1,0,0,0,0
Volcanoids,19.99,7586,83,559278,Volcanoid,559278.0,2019,Winter,5,3,1,1,0,1,0,1,0,0,0,1,0,0
Battle Brothers,29.99,20858,88,517768,Overhype Studios,517768.0,2017,Spring,7,3,0,0,0,0,0,1,0,1,0,0,0,1
Yakuza Kiwami,19.99,17194,93,760762,SEGA,613598.4303797468,2019,Winter,5,4,1,1,0,0,0,0,0,1,0,0,0,0
RoboCop: Rogue City,49.99,10680,92,233099,Nacon,267172.9166666667,2023,Fall,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Risk of Rain (2013),9.99,29212,94,1677200,Gearbox Publishing,826114.0,2013,Fall,11,4,1,0,0,0,0,1,0,1,0,0,0,0
Age of Wonders III,29.99,12071,81,599628,Paradox Interactive,1036797.0,2014,Spring,10,3,0,0,0,0,0,0,0,1,0,0,0,1
Darksiders II Deathinitive Edition,29.99,16032,78,1235993,THQ Nordic,419189.89130434784,2015,Fall,9,4,1,1,0,0,0,0,0,1,0,0,0,0
Paint the Town Red,19.99,24344,96,871875,South East Games,871875.0,2021,Summer,3,4,1,0,0,0,0,1,0,0,0,0,0,0
Rogue Legacy,14.99,18081,93,1544805,Cellar Door Games,1200269.5,2013,Summer,11,4,1,1,0,0,0,1,0,1,0,0,0,0
F1® 24,69.99,2919,61,131346,Electronic Arts,1221779.0483870967,2024,Spring,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Spelunky 2,19.99,17887,93,508242,Mossmouth,839561.0,2020,Fall,4,3,1,0,0,0,0,1,0,0,0,0,0,0
MONOPOLY® PLUS,14.99,14638,43,1111928,Ubisoft,914871.4875,2017,Fall,7,4,0,0,1,0,0,0,0,0,0,0,0,0
Tropico 4,14.99,11992,92,1174351,Kalypso Media Digital,485235.71428571426,2011,Fall,13,4,0,0,0,0,0,0,0,0,0,1,0,1
Songs of Conquest,34.99,7692,88,473051,Coffee Stain Publishing,712122.7777777778,2024,Spring,0,3,0,1,0,0,0,0,0,1,0,0,0,1
Project Wingman,24.99,15164,93,416330,"Sector D2, Humble Games",416330.0,2020,Winter,4,3,1,0,0,0,0,1,0,0,0,1,0,0
Solasta: Crown of the Magister,29.99,18218,88,498381,Tactical Adventures,498381.0,2021,Spring,3,3,0,1,0,0,0,0,0,1,0,0,0,1
Bless Unleashed,0.0,30549,52,1939157,VALOFE,2070953.1666666667,2021,Summer,3,4,1,0,0,0,1,0,1,1,0,0,0,0
Into the Radius VR,29.99,9016,94,371217,CM Games,371217.0,2020,Summer,4,3,1,0,0,0,0,1,0,0,0,0,0,0
Undawn,0.0,5932,55,282981,Level Infinite,587323.3333333334,2023,Summer,1,2,0,1,0,0,1,0,1,1,0,0,0,0
Castlevania: Lords of Shadow – Ultimate Edition,29.99,8025,81,492851,KONAMI,1196084.5384615385,2013,Summer,11,3,1,1,0,0,0,0,0,0,0,0,0,0
Moonlighter,19.99,17148,83,977968,11 bit studios,1547853.0,2018,Spring,6,4,1,1,0,0,0,1,0,0,0,0,0,0
Ultimate Admiral: Dreadnoughts,34.99,4801,71,283637,Game-Labs,241501.6,2023,Winter,1,2,0,0,0,0,0,1,0,1,0,1,0,1
The Universim,29.99,7787,82,348339,Crytivo,199767.5,2024,Winter,0,3,0,0,0,0,0,1,0,0,0,1,0,1
Move or Die,14.99,22195,90,1670475,Those Awesome Guys,1112994.5,2016,Winter,8,4,1,0,0,0,0,1,0,0,0,0,0,0
FINAL FANTASY VII,11.99,24303,93,1265740,Square Enix,733116.220338983,2013,Summer,11,4,0,0,0,0,0,0,0,1,0,0,0,0
Steel Division: Normandy 44,19.99,6010,75,318448,Paradox Interactive,1036797.0,2017,Spring,7,3,1,0,0,0,0,0,0,0,0,1,0,1
ASTLIBRA Revision,24.99,22684,96,491842,WhisperGames,491842.0,2022,Fall,2,3,1,1,0,0,0,0,0,1,0,0,0,0
Call of Cthulhu®,19.99,10592,79,420842,Focus Entertainment,541846.2352941176,2018,Fall,6,3,0,1,0,0,0,0,0,1,0,0,0,0
Returnal™,59.99,5980,83,157013,PlayStation Publishing LLC,966504.6153846154,2023,Winter,1,1,1,0,0,0,0,0,0,0,0,0,0,0
STEINS;GATE,29.99,15911,98,593245,"Spike Chunsoft Co., Ltd.",384464.45454545453,2016,Fall,8,3,0,1,0,0,0,0,0,0,0,0,0,0
Hydroneer,14.99,21053,88,793374,Foulball Hangover,793374.0,2020,Spring,4,4,0,1,1,0,0,1,0,0,0,1,0,1
Volcano Princess,10.99,32648,98,1093629,Gamera Games,562142.7272727273,2023,Spring,1,4,0,0,0,0,0,1,0,1,0,1,0,0
60 Seconds! Reatomized,9.99,13571,94,1325140,Robot Gentleman,791755.0,2019,Summer,5,4,0,1,1,0,0,1,0,0,0,1,0,1
Vampire: The Masquerade - Bloodlines,19.99,12493,95,684289,Activision,921898.9310344828,2007,Spring,17,3,1,0,0,0,0,0,0,0,0,0,0,0
MultiVersus,0.0,114113,85,8316943,Warner Bros. Games,2258570.2,2022,Summer,2,4,1,0,0,0,1,0,0,0,0,0,0,0
Baldur's Gate II: Enhanced Edition,19.99,8814,92,796029,Beamdog,484816.0,2013,Fall,11,4,0,1,0,0,0,0,0,1,0,0,0,0
What Remains of Edith Finch,19.99,36322,96,1013552,Annapurna Interactive,657660.5714285715,2017,Spring,7,4,0,1,0,0,0,1,0,0,0,0,0,0
HoneySelect2Libido DX,69.99,1105,82,133097,ILLUSION,248439.33333333334,2022,Summer,2,1,0,0,0,0,0,0,0,0,0,1,0,0
Command & Conquer 3 Tiberium Wars™,0.0,7102,91,811592,Electronic Arts,1221779.0483870967,2009,Fall,15,4,0,0,0,0,0,0,0,0,0,0,0,1
Forza Motorsport,69.99,7128,40,141587,Xbox Game Studios,1525461.4473684211,2023,Fall,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Brick Rigs,18.99,38686,94,725822,Fluppisoft,725822.0,2023,Summer,1,4,0,0,0,0,0,0,0,0,0,1,0,0
Devil May Cry 4 Special Edition,24.99,14459,90,817071,"CAPCOM Co., Ltd.",1327660.2857142857,2015,Summer,9,4,1,0,0,0,0,0,0,0,0,0,0,0
RIDE 4,39.99,9846,82,559676,Milestone S.r.l.,250871.16666666666,2020,Fall,4,3,0,0,0,0,0,0,0,0,1,1,1,0
Gold Mining Simulator,19.99,13292,72,653735,"Code Horizon, PlayWay S.A.",653735.0,2017,Fall,7,3,0,0,0,0,0,1,0,0,0,1,0,0
Content Warning,7.99,72255,95,1188094,Landfall Publishing,1188094.0,2024,Spring,0,4,1,1,0,0,0,1,0,0,0,0,0,0
Battlefleet Gothic: Armada 2,19.99,8694,77,512808,Focus Entertainment,541846.2352941176,2019,Winter,5,3,0,0,0,0,0,0,0,0,0,0,0,1
PixARK,39.99,11254,73,512106,Snail Games USA,423979.5,2019,Spring,5,3,1,1,1,0,0,0,1,1,0,0,0,1
Legion TD 2 - Multiplayer Tower Defense,24.99,11170,86,542388,AutoAttack Games,542388.0,2021,Fall,3,3,0,0,1,0,0,1,0,0,0,0,0,1
Cosmoteer: Starship Architect & Commander,19.99,8857,95,458843,Walternate Realities,458843.0,2022,Fall,2,3,0,0,0,1,0,0,0,0,0,1,0,1
IXION,34.99,12912,77,283143,Kasedo Games,326363.75,2022,Winter,2,2,0,0,0,0,0,1,0,0,0,1,0,1
The Dark Pictures Anthology: Man of Medan,19.99,9781,75,420804,BANDAI NAMCO Entertainment Europe,337303.6666666667,2019,Summer,5,3,0,1,0,0,0,0,0,0,0,0,0,0
Attack on Titan 2 - A.O.T.2,39.99,6127,93,189083,"KOEI TECMO GAMES CO., LTD.",335365.6842105263,2023,Spring,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Feed and Grow: Fish,14.99,15620,78,721150,Greens s.r.o.,721150.0,2016,Winter,8,4,1,0,0,1,0,1,0,0,0,1,0,0
Evil Genius 2: World Domination,39.99,10883,68,468656,Rebellion,887431.9230769231,2021,Spring,3,3,0,0,0,0,0,0,0,0,0,1,0,1
Steel Division 2,39.99,7837,80,417432,Eugen Systems,431216.5,2019,Summer,5,3,1,0,0,0,0,1,0,0,0,1,0,1
Minion Masters,0.0,63416,90,2900442,BetaDwarf,1582671.5,2019,Spring,5,4,1,1,0,0,1,1,0,1,0,0,0,1
GUILTY GEAR Xrd REV 2,29.99,9381,94,479069,Arc System Works,345734.85714285716,2017,Spring,7,3,1,0,0,0,0,0,0,0,0,0,0,0
Prototype™,19.99,10560,80,857786,Activision,921898.9310344828,2009,Summer,15,4,1,1,0,0,0,0,0,0,0,0,0,0
Overcooked,16.99,13772,91,1489572,Team17 Digital Ltd,429878.0,2016,Summer,8,4,1,0,1,0,0,1,0,0,0,1,0,0
Magicka 2,14.99,12021,82,1292551,Paradox Interactive,1036797.0,2015,Spring,9,4,1,1,0,0,0,0,0,0,0,0,0,0
TUNIC,29.99,11165,93,357037,Finji,349511.5,2022,Spring,2,3,1,1,0,0,0,0,0,1,0,0,0,0
Honkai Impact 3rd,0.0,9165,72,719101,miHoYo Limited,719101.0,2021,Fall,3,4,1,1,0,0,1,0,0,1,0,0,0,0
Warspear Online,0.0,2560,75,451107,Titulum Enterprises Limited,451107.0,2017,Fall,7,3,0,0,0,0,1,0,1,1,0,0,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,19.99,12888,90,741396,BANDAI NAMCO Entertainment,548805.9117647059,2013,Fall,11,4,1,1,0,0,0,0,0,0,0,0,0,0
Zombie Army 4: Dead War,49.99,6844,85,379455,Rebellion,887431.9230769231,2021,Winter,3,3,1,0,0,0,0,0,0,0,0,0,0,0
Who's Your Daddy?!,6.99,27457,80,1834776,Evil Tortilla Games,1834776.0,2016,Spring,8,4,1,0,1,0,0,1,0,0,0,0,0,0
Across the Obelisk,19.99,9619,85,551997,"Paradox Interactive, Paradox Arc",551997.0,2022,Summer,2,3,0,1,0,0,0,1,0,1,0,0,0,1
The Walking Dead: The Telltale Definitive Series,49.99,15612,96,500973,Skybound Games,769440.4285714285,2020,Fall,4,3,0,1,0,0,0,0,0,0,0,0,0,0
Granblue Fantasy Versus: Rising,49.99,3407,82,163650,"Cygames, Inc.",528252.0,2023,Winter,1,2,1,0,0,0,0,0,0,0,0,0,0,0
CounterSide,0.0,3280,73,179416,"Studiobside Co.,Ltd",179416.0,2022,Fall,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Might & Magic: Heroes VI,9.99,8291,48,563069,Ubisoft,914871.4875,2011,Fall,13,3,0,0,0,0,0,0,0,1,0,0,0,1
Last Oasis,29.99,23523,62,339966,"Donkey Crew, Snail Games USA",287374.5,2020,Spring,4,3,1,1,0,1,0,1,1,1,0,0,0,0
The Surge 2,29.99,7350,77,356259,Focus Entertainment,541846.2352941176,2019,Fall,5,3,1,0,0,0,0,0,0,1,0,0,0,0
Kena: Bridge of Spirits,39.99,12509,92,408235,Ember Lab,408235.0,2022,Fall,2,3,1,1,0,0,0,1,0,0,0,0,0,0
EA SPORTS™ WRC,49.99,6212,69,210352,Electronic Arts,1221779.0483870967,2023,Fall,1,2,0,0,0,0,0,0,0,0,1,1,1,0
"Warhammer 40,000: Boltgun",21.99,11313,92,426949,Focus Entertainment,541846.2352941176,2023,Spring,1,3,1,0,0,0,0,1,0,0,0,0,0,0
Dead Island 2,59.99,5465,72,247560,Deep Silver,1304229.3043478262,2024,Spring,0,2,1,1,0,0,0,0,0,0,0,0,0,0
War Planet Online: Global Conquest,0.0,845,63,168578,Gameloft,662562.6666666666,2017,Winter,7,2,0,0,0,0,1,0,1,0,0,0,0,1
Crab Champions,9.99,19331,98,839272,Noisestorm,839272.0,2023,Spring,1,4,1,1,1,1,0,1,0,0,0,0,0,0
Draw & Guess,2.99,30343,85,3687036,Acureus,3687036.0,2021,Spring,3,4,0,0,1,0,0,1,0,0,0,0,0,0
Abiotic Factor,24.99,10222,97,377071,Playstack,583216.0,2024,Spring,0,3,1,1,0,1,0,0,0,1,0,1,0,0
